DATEPRD,WELL_BORE_CODE,NPD_WELL_BORE_CODE,NPD_WELL_BORE_NAME,NPD_FIELD_CODE,NPD_FIELD_NAME,NPD_FACILITY_CODE,NPD_FACILITY_NAME,ON_STREAM_HRS,AVG_DOWNHOLE_PRESSURE,AVG_DOWNHOLE_TEMPERATURE,AVG_DP_TUBING,AVG_ANNULUS_PRESS,AVG_CHOKE_SIZE_P,AVG_CHOKE_UOM,AVG_WHP_P,AVG_WHT_P,DP_CHOKE_SIZE,BORE_OIL_VOL,BORE_GAS_VOL,BORE_WAT_VOL,BORE_WI_VOL,FLOW_KIND,WELL_TYPE,diff_dias,oil_lag_1,gas_lag_1,water_lag_1,oil_lag_3,gas_lag_3,water_lag_3,oil_lag_7,gas_lag_7,water_lag_7,oil_lag_14,gas_lag_14,water_lag_14,oil_lag_30,gas_lag_30,water_lag_30,oil_roll_mean_3,gas_roll_mean_3,water_roll_mean_3,oil_roll_mean_7,gas_roll_mean_7,water_roll_mean_7,oil_roll_mean_14,gas_roll_mean_14,water_roll_mean_14,oil_roll_mean_30,gas_roll_mean_30,water_roll_mean_30,oil_roll_std_7,gas_roll_std_7,water_roll_std_7,oil_roll_std_14,gas_roll_std_14,water_roll_std_14,oil_roll_std_30,gas_roll_std_30,water_roll_std_30,oil_delta_1d,gas_delta_1d,water_delta_1d,oil_delta_3d,gas_delta_3d,water_delta_3d,oil_delta_7d,gas_delta_7d,water_delta_7d,oil_pct_change_1d,gas_pct_change_1d,water_pct_change_1d,oil_pct_change_7d,gas_pct_change_7d,water_pct_change_7d,oil_pct_change_14d,gas_pct_change_14d,water_pct_change_14d,oil_ewma_3,gas_ewma_3,water_ewma_3,oil_ewma_7,gas_ewma_7,water_ewma_7,oil_ewma_14,gas_ewma_14,water_ewma_14,oil_ewma_30,gas_ewma_30,water_ewma_30,oil_expanding_mean,oil_expanding_std,gas_expanding_mean,gas_expanding_std,water_expanding_mean,water_expanding_std,oil_cumulative,gas_cumulative,water_cumulative,oil_velocity,oil_acceleration,gas_velocity,gas_acceleration,oil_trend_strength,gas_trend_strength,water_trend_strength,oil_vs_trend,gas_vs_trend,water_vs_trend,oil_volatility_index,gas_volatility_index,oil_momentum_7d,oil_momentum_30d,oil_roc_7d,oil_roc_30d,oil_zscore_30
2014-04-17,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,0.0,304.33518,96.91946,282.901,0.0,41.23599395833333,%,21.43418,8.85429,18.79484,0.0,0.0,0.0,,production,OP,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,
2014-04-18,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,0.0,304.84859,96.72034,273.70073,0.0,0.0,%,31.14786,9.63954,28.50258,0.0,0.0,0.0,,production,OP,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,
2014-04-19,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,0.0,305.37149,96.61563,259.61993,0.0,0.43686166666666665,%,45.75156,9.63919,43.1571,0.0,0.0,0.0,,production,OP,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,
2014-04-20,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,0.0,313.87058,96.55953,282.81436,0.0,0.4542847916666667,%,31.05622,9.61976,28.48402,0.0,0.0,0.0,,production,OP,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,
2014-04-21,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,11.5,301.3756413043478,102.67637913043478,204.79518347826087,0.0,20.989748333333335,%,96.58045782608696,19.196819130434783,69.7755695652174,0.0,0.0,0.0,,production,OP,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,
2014-04-22,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,289.42136166666666,106.35320895833334,182.059311875,0.0,43.34345125,%,107.36204979166666,37.93925125,78.93540895833333,631.47,90439.09,0.0,,production,OP,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,210.49,30146.36333333333,0.0,90.21000000000001,12919.869999999999,0.0,45.105000000000004,6459.9349999999995,0.0,,,,238.6732257711367,34182.76299128407,0.0,168.7674564304386,24170.86351082952,0.0,,,,631.47,90439.09,0.0,631.47,90439.09,0.0,631.47,90439.09,0.0,,,,,,,,,,315.73981780727854,45220.23500602731,0.0,159.46576085826345,22838.675310274382,0.0,93.68702069467123,13417.848664920319,0.0,62.10534002458002,8894.7225299121,0.0,39.466875,157.8675,5652.443125,22609.7725,0.0,0.0,631.47,90439.09,0.0,631.47,631.47,90439.09,90439.09,,,,,,,3.741657386773941,3.7416573867739418,631.47,,,,
2014-04-23,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,270.23979291666666,107.64377895833333,171.05278208333334,,47.167523125,%,99.18701083333333,60.756579375,70.627109375,1166.46,165720.39,0.0,,production,OP,1.0,631.47,90439.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,599.3100000000001,85386.49333333333,0.0,256.84714285714284,36594.21142857143,0.0,128.42357142857142,18297.105714285713,0.0,,,,465.04302828570917,66167.11480691307,0.0,342.8934237565581,48797.461769191155,0.0,,,,534.99,75281.30000000002,0.0,1166.46,165720.39,0.0,1166.46,165720.39,0.0,0.8472136443536509,0.8323978049757026,,,,,,,,741.1031541683516,105470.77217813247,0.0,413.12103384086737,58829.64619679566,0.0,250.49047842122,35679.37609204247,0.0,167.16448351843644,23813.815914845603,0.0,105.76058823529412,313.1725920014112,15068.204705882354,44569.19702818011,0.0,0.0,1797.93,256159.48,0.0,534.99,-96.48000000000002,75281.30000000002,-15157.789999999979,,,,,,,2.6700193737196742,2.666949764141761,1166.46,,,,
2014-04-24,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,262.8427475,107.86923416666667,168.24197729166667,,47.73231020833333,%,94.60077020833333,63.046799791666665,66.049150625,1549.81,221707.31,0.0,,production,OP,1.0,1166.46,165720.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1115.9133333333332,159288.93000000002,0.0,478.2485714285714,68266.68428571429,0.0,239.1242857142857,34133.342142857146,0.0,,,,653.2281959731115,93250.76111008297,0.0,508.4492556438992,72581.7403014525,0.0,,,,383.3499999999999,55986.919999999984,0.0,1549.81,221707.31,0.0,1549.81,221707.31,0.0,0.3286439312106715,0.3378396587167094,,,,,,,,1145.4581195759567,163589.26279351345,0.0,698.9044393763543,99779.92796528018,0.0,438.00109580658227,62525.90010610464,0.0,294.79056492767353,42080.516153921,0.0,185.98555555555555,456.2418763076577,26548.155000000002,65128.888665179926,0.0,0.0,3347.74,477866.79000000004,0.0,383.3499999999999,-151.6400000000001,55986.919999999984,-19294.380000000034,,,,,,,2.126297017992613,2.126417624083764,1549.81,,,,
2014-04-25,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,255.52699520833335,107.97113708333333,165.538903125,,48.53376875,%,89.98809208333333,64.54722916666667,61.40538625,1248.7,178063.52,0.0,,production,OP,1.0,1549.81,221707.31,0.0,631.47,90439.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1321.6566666666665,188497.07333333333,0.0,656.6342857142857,93704.33,0.0,328.31714285714287,46852.165,0.0,,,,671.114237961942,95777.27192012066,0.0,569.1732175496526,81226.87600475101,0.0,,,,-301.1099999999999,-43643.79000000001,0.0,617.23,87624.43,0.0,1248.7,178063.52,0.0,-0.19428833211813057,-0.19685318449806644,,,,,,,,1197.0791582472962,170826.40520051037,0.0,836.9369700780289,119433.9286427551,0.0,553.7258936314603,79018.54322456464,0.0,380.4611074773016,54293.14063240564,0.0,241.91789473684213,505.9965376756703,34522.647894736845,72210.63863925035,0.0,0.0,4596.44,655930.31,0.0,-301.1099999999999,-684.4599999999998,-43643.79000000001,-99630.70999999999,,,,,,,1.7336079761065382,1.733684580098935,1248.7,,,,
2014-04-26,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,247.19905208333333,108.05203020833333,162.42224166666668,,49.844502291666664,%,84.77681041666666,65.72369375,56.14790645833333,1345.78,192602.19,0.0,,production,OP,1.0,1248.7,178063.52,0.0,1166.46,165720.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1381.43,197457.67333333334,0.0,848.8885714285715,121218.92857142857,0.0,424.44428571428574,60609.46428571428,0.0,,,,643.8668573659353,91960.70556562649,0.0,620.7643243827513,88652.18486733809,0.0,,,,97.07999999999993,14538.670000000013,0.0,179.31999999999994,26881.79999999999,0.0,1345.78,192602.19,0.0,0.07774485464883463,0.08164878465841863,,,,,,,,1271.4296500298026,181714.30798376843,0.0,964.5524232070769,137784.18653898936,0.0,665.7347942760913,95081.05625773985,0.0,465.0175778429872,66408.23039677813,0.0,297.111,550.8926201882675,42426.625,78672.69256027596,0.0,0.0,5942.219999999999,848532.5,0.0,97.07999999999993,398.1899999999998,14538.670000000013,58182.46000000002,,,,,,,1.4625342954920075,1.4626789052189908,1345.78,,,,
2014-04-27,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,240.736416875,108.05380395833333,159.89901979166666,,50.296981875,%,80.83739708333333,66.93373229166667,52.20174708333333,1349.56,194496.27,0.0,,production,OP,1.0,1345.78,192602.19,0.0,1549.81,221707.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1314.68,188387.32666666666,0.0,1041.682857142857,149004.11000000002,0.0,520.8414285714285,74502.05500000001,0.0,,,,541.1807764113049,77472.6340743093,0.0,653.6948775744177,93529.03332515499,0.0,,,,3.7799999999999727,1894.0799999999872,0.0,-200.25,-27211.040000000008,0.0,1349.56,194496.27,0.0,0.0028087800383420625,0.009834156091371504,,,,,,,,1310.494843642637,188105.2920393429,0.0,1061.0337895509333,151996.008929872,0.0,761.6630976511342,109027.21194801823,0.0,540.7507017372327,77374.92586513853,0.0,347.22761904761904,583.9980570421853,49668.03666666667,83553.10783207513,0.0,0.0,7291.779999999999,1043028.77,0.0,3.7799999999999727,-93.29999999999995,1894.0799999999872,-12644.590000000026,,,,,,,1.2550746574967768,1.25538863760409,1349.56,,,,
2014-04-28,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,235.02093145833334,108.04163645833333,157.68322,,50.735878541666665,%,77.33771145833333,67.84834791666667,48.707583541666665,1345.61,192899.71,0.0,,production,OP,1.0,1349.56,194496.27,0.0,1248.7,178063.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1346.9833333333333,193332.7233333333,0.0,1233.912857142857,176561.21142857143,0.0,616.9564285714285,88280.60571428572,0.0,,,,290.36233672857105,41675.124896687215,0.0,669.9457501642851,95888.32087576725,0.0,,,,-3.9500000000000455,-1596.5599999999977,0.0,96.90999999999985,14836.190000000002,0.0,1345.61,192899.71,0.0,-0.0029268798719582767,-0.008208692125561079,,,,,,,,1328.0524260073723,190502.50159121075,0.0,1132.3049761845496,162240.20786826676,0.0,843.0150025990822,120711.81454086737,0.0,608.2373594933424,87061.56499086622,0.0,392.6086363636363,608.3754473247385,56178.56727272727,87070.09617894905,0.0,0.0,8637.39,1235928.48,0.0,-3.9500000000000455,-7.730000000000018,-1596.5599999999977,-3490.639999999985,,,,,,,1.085888272070613,1.0861765174799933,1345.61,,,,
2014-04-29,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,232.74371041666666,107.987806875,156.794893125,,50.11391979166667,%,75.94881729166667,65.70691916666667,47.375714583333334,1279.46,184900.31,0.0,,production,OP,1.0,1345.61,192899.71,0.0,1345.78,192602.19,0.0,631.47,90439.09,0.0,0.0,0.0,0.0,,,,1324.8766666666668,190765.43000000002,0.0,1326.482857142857,190055.67142857143,0.0,708.3464285714286,101487.77071428571,0.0,,,,119.0339106745471,17314.318841698965,0.0,666.5699169353404,95526.59881420057,0.0,,,,-66.14999999999986,-7999.399999999994,0.0,-66.31999999999994,-7701.880000000005,0.0,647.99,94461.22,0.0,-0.04915986058367572,-0.04146921734615361,,1.026161179470125,1.0444733577040637,,,,,1303.7562101073515,187701.4054616887,0.0,1169.1430160956506,167912.82253730652,0.0,903.4563737496313,129601.00035063608,0.0,663.451271248285,95109.65441328351,0.0,431.16739130434786,622.489278470776,61775.1647826087,89202.04795008694,0.0,0.0,9916.849999999999,1420828.79,0.0,-66.14999999999986,-62.19999999999982,-7999.399999999994,-6402.8399999999965,,,,,,,0.9410224856778882,0.9412621653019911,647.99,,1.0261611794701253,,
2014-04-30,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,233.29777791666666,107.89323895833333,157.179385,,48.92679020833334,%,76.11839291666666,62.795643958333336,47.61060354166667,1225.62,177107.86,0.0,,production,OP,1.0,1279.46,184900.31,0.0,1349.56,194496.27,0.0,1166.46,165720.39,0.0,0.0,0.0,0.0,,,,1283.5633333333333,184969.2933333333,0.0,1334.9342857142856,191682.45285714284,0.0,795.8907142857142,114138.33214285714,0.0,,,,107.30054828333652,15031.238558303223,0.0,646.5662058725104,92739.2624884541,0.0,,,,-53.840000000000146,-7792.450000000012,0.0,-123.94000000000005,-17388.410000000003,0.0,59.159999999999854,11387.469999999972,0.0,-0.04208025260656856,-0.0421440613052515,,0.05071755568129199,0.06871496018082013,,,,,1264.6881027250352,182404.63241513204,0.0,1183.2764434294465,170213.8907747784,0.0,947.8427216875299,136146.29544299652,0.0,708.8883766384239,101737.13281699854,0.0,464.2695833333333,630.0345285395022,66580.69374999999,90361.95666057235,0.0,0.0,11142.469999999998,1597936.65,0.0,-53.840000000000146,12.309999999999718,-7792.450000000012,206.94999999998254,,,,,,,0.8123806375260734,0.8125163627972094,59.159999999999854,,0.050717555681291986,,
2014-05-01,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,231.0888975,107.87692229166667,156.39897770833332,,48.93862895833333,%,74.68991979166667,62.376834375,46.195843333333336,1212.9,174608.88,0.0,,production,OP,1.0,1225.62,177107.86,0.0,1345.61,192899.71,0.0,1549.81,221707.31,0.0,0.0,0.0,0.0,,,,1239.3266666666666,178872.35,0.0,1286.804285714286,184954.10571428572,0.0,882.5264285714285,126610.395,0.0,,,,59.980221700473784,8453.293759588214,0.0,612.0580929518064,87819.2268490508,0.0,,,,-12.7199999999998,-2498.9799999999814,0.0,-132.7099999999998,-18290.829999999987,0.0,-336.90999999999985,-47098.42999999999,0.0,-0.010378420717677472,-0.014109932783333168,,-0.21738793787625577,-0.21243516959364128,,,,,1238.7940505908148,178506.75609140025,0.0,1190.6879100227852,171313.46555889436,0.0,984.1996832496411,141422.07099317745,0.0,748.9712592491516,107532.45489408368,0.0,494.21479999999997,634.6826721948011,70901.8212,91059.68723146436,0.0,0.0,12355.369999999997,1772545.5299999998,0.0,-12.7199999999998,41.120000000000346,-2498.9799999999814,5293.47000000003,,,,,,,0.6935294775733378,0.6936178253693214,-336.90999999999985,,-0.2173879378762557,,
